outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,employment_clean
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,53,6.910982041701372,6.276254098650442,7.545709984752301,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,53,7.615669424198212,6.384602506706792,8.846736341689633,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,53,6.778645887285241,6.062313077112885,7.494978697457597,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,53,7.150910495263632,6.752876788210507,7.548944202316758,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,53,7.608038029658538,6.9728888024414974,8.24318725687558,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,53,7.864299839812956,7.288637316518561,8.439962363107352,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,53,169.35945053050295,-315.1341036486448,653.8530047096507,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,54,7.0676418543924715,6.75267213287221,7.382611575912733,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,54,6.9214101226511495,6.285315698552297,7.557504546750002,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,54,7.596888205464458,6.411107208636464,8.782669202292452,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,54,6.7428814417446015,6.0069691837120365,7.4787936997771665,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,54,7.136392557775705,6.742959902923818,7.529825212627591,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,54,7.601054373240552,6.959981235153826,8.242127511327277,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,54,7.8614129947739375,7.273033137465433,8.449792852082442,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,54,185.70377854021152,-347.7593967473768,719.1669538278,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,55,7.061715098000931,6.744229109418471,7.379201086583391,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,55,6.935071833265388,6.296918703260726,7.57322496327005,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,55,7.572238328985563,6.437346344585547,8.707130313385578,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,55,6.708595366952366,5.948452996680104,7.468737737224628,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,55,7.122370051312964,6.733113148882908,7.511626953743019,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,55,7.596081519672473,6.950753456154856,8.24140958319009,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,55,7.855874460003025,7.25328231127377,8.45846660873228,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,55,202.66850084072544,-381.62709119188446,786.9640928733353,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,56,7.0560259532934655,6.735958984021023,7.376092922565908,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,56,6.9519671735440856,6.310743707015089,7.593190640073082,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,56,7.541719794761527,6.461721201592336,8.621718387930718,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,56,6.675787662908536,5.88826779972009,7.463307526096981,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,56,7.108842975875408,6.723144468173613,7.494541483577203,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,56,7.593119468954302,6.945387059781911,8.240851878126692,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,56,7.847684235500221,7.230105252517598,8.465263218482844,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,56,220.25361743204476,-416.7371192396829,857.2443541037724,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,57,7.050574420270072,6.727847075261117,7.373301765279027,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,57,6.972096143487243,6.326441673377491,7.6177506135969955,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,57,7.505332602792349,6.481933654091925,8.528731551492774,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,57,6.644458329613106,5.827695179605705,7.461221479620507,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,57,7.095811331463039,6.712831804753954,7.478790858172124,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,57,7.592168221086035,6.943889059224185,8.240447382947885,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,57,7.836842321265523,7.204088298194385,8.46959634433666,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,57,238.45912831416948,-453.0895238163737,930.0077804447126,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,58,7.045360498930753,6.719859988317115,7.370861009544392,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,58,6.9954587430948605,6.343641417423828,7.647276068765893,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,58,7.463076753078031,6.494727367196843,8.43142613895922,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,58,6.61460736706608,5.767790326019698,7.461424408112462,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,58,7.083275118075856,6.701927263045289,7.464622973106423,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,58,7.5932277760676765,6.9461033261756,8.240352225959754,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,58,7.8233487172989324,7.175699219403111,8.470998215194754,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,58,257.2850334870995,-490.6843373230684,1005.2544042972676,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,59,7.040384189275508,6.711947224088423,7.368821154462593,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,59,7.022054972366939,6.361959123934993,7.682150820798885,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,59,7.414952245618572,6.495607851925832,8.334296639311313,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,59,6.586234775267458,5.70940295087134,7.463066599663577,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,59,7.071234335713858,6.69016214740982,7.452306524017896,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,59,7.596298133899224,6.951694961326028,8.24090130647242,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,59,7.807203423600449,7.145295063531914,8.469111783668984,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,59,276.73133295083494,-529.5214591340144,1082.9841250356844,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,60,7.035645491304335,6.704042043209482,7.367248939399188,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,60,7.051884831303476,6.38100961190724,7.722760050699712,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,60,7.36095908041397,6.478681107675108,8.243237053152832,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,60,6.559340554217239,5.653206761455971,7.465474346978507,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,60,7.059688984377046,6.677254387243144,7.442123581510948,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,60,7.601379294580678,6.960156761336118,8.242601827825236,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,60,7.788406440170073,7.113142335562649,8.463670544777496,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,60,296.79802670537566,-569.6009861554248,1163.1970395661765,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,61,7.031144405017236,6.6960621160867575,7.366226693947715,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,61,7.084948319904473,6.400419724407184,7.769476915401762,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,61,7.301097257464228,6.436917529877225,8.16527698505123,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,61,6.533924703915423,5.5997295769254265,7.468119830905419,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,61,7.04863906406542,6.662920832014357,7.434357296116484,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,61,7.608471258112039,6.970782018717159,8.246160497506919,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,61,7.766957767007803,7.079424700471513,8.454490833544092,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,61,317.48511475072183,-610.9228473671039,1245.8930768685475,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,62,7.026880930414211,6.687911562731203,7.365850298097219,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,62,7.121245438169931,6.419841669148979,7.822649207190882,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,62,7.235366776769345,6.363201199883778,8.10753235365491,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,62,6.50998722436201,5.5493804388226184,7.470594009901401,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,62,7.03808457477898,6.6468892333336065,7.429279916224354,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,62,7.6175740244933055,6.98266089603475,8.252487152951861,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,62,7.742857404113641,7.044255385243143,8.441459422984138,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,62,338.79259708687334,-653.4870767853149,1331.0722709590616,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,63,7.022855067495258,6.679482108687886,7.36622802630263,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,63,7.160776186099848,6.438965063057933,7.882587309141763,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,63,7.163767638329319,6.252081418637672,8.075453858020968,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,63,6.487528115557,5.502472757026502,7.4725834740874975,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,63,7.028025516517726,6.62891204157425,7.427138991461201,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,63,7.628687593724479,6.994690639019329,8.262684548429627,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,63,7.7161053514875855,7.007685350049172,8.424525352925999,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,63,360.72047371383024,-697.2936846862845,1418.7346321139448,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,64,7.01906681626038,6.670655748387449,7.367477884133311,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,64,7.203540563694224,6.45752663142499,7.949554495963458,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,64,7.086299842144153,6.101252335278742,8.071347349009564,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,64,6.466547377500393,5.459241764851619,7.473852990149167,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,64,7.018461889281657,6.608778625407649,7.428145153155664,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,64,7.641811965805559,7.00557390629052,8.278050025320598,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,64,7.686701609129638,6.969706111489334,8.403697106769942,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,64,383.2687446315925,-742.3426357880869,1508.8801250512718,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,65,7.015516176709575,6.661306938308436,7.369725415110714,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,65,7.249538570953061,6.47531692598592,8.023760215920202,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,65,7.002963388213846,5.911640214711372,8.094286561716322,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,65,6.447045010192189,5.419859245053147,7.47423077533123,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,65,7.009393693070774,6.586324611789757,7.432462774351792,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,65,7.656947140736547,7.013895531081774,8.29999875039132,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,65,7.654646177039797,6.930259124657619,8.379033229421974,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,65,406.4374098401601,-788.6339297273596,1601.50874940768,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,66,7.012203148842843,6.651305435678928,7.373100862006758,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,66,7.298770207876358,6.492181520250494,8.105358895502222,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,66,6.913758276538397,5.686198146241075,8.141318406835719,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,66,6.429021013632388,5.384442944460326,7.473599082804451,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,66,7.000820927885077,6.561436138985508,7.4402057167846465,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,66,7.67409311851744,7.018184866439453,8.330001370595427,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,66,7.619939055218063,6.889232277877483,8.350645832558643,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,66,430.22646933953314,-836.167611880152,1696.6205505592184,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,67,7.009127732660185,6.640519994295973,7.377735471024398,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,67,7.351235474464114,6.508019679049582,8.194451269878646,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,67,6.8186845071178075,5.428484221520703,8.208884792714912,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,67,6.412475387820992,5.35306529059884,7.471885485043144,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,67,6.992743593724566,6.534049965818466,7.451437221630667,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,67,7.693249899148239,7.017052082146887,8.36944771614959,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,67,7.582580243664435,6.8464636161514605,8.31869687117741,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,67,454.6359231297115,-884.9436354270013,1794.2154816864245,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,68,7.006289928161601,6.62882155947964,7.3837582968435616,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,68,7.406934370716331,6.522779432843273,8.291089308589388,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,68,6.717742079952076,5.141770277888925,8.293713882015227,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,68,6.397408132757997,5.325758035702969,7.469058229813025,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,68,6.985161690589241,6.504148267704583,7.466175113473899,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,68,7.714417482628947,7.009305157123575,8.41952980813432,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,68,7.542569742378915,6.801740875006304,8.283398609751526,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,68,479.6657712106952,-934.9620235283138,1894.2935659497043,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,69,7.0036897353470895,6.616086644513041,7.391292826181138,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,69,7.465866896633007,6.5364497971567275,8.395283996109287,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,69,6.610930995041204,4.828714437798912,8.393147552283494,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,69,6.383819248443406,5.3025164820523845,7.465122014834428,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,69,6.978075218479101,6.47175144015992,7.484398996798282,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,69,7.737595868959559,6.9940531386866445,8.481138599232473,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,69,7.4999075513615026,6.7548010838820165,8.245014018840989,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,69,505.31601358248435,-986.22275245698,1996.8547796219489,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,70,7.001327154216652,6.602200564658788,7.4004537437745155,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,70,7.528033052214143,6.549053269003405,8.50701283542488,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,70,6.498251252385191,4.491353573280436,8.505148931489945,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,70,6.371708734877218,5.2833009380132685,7.460116531741167,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,70,6.971484177394148,6.436908624651085,7.50605973013721,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,70,7.762785058140079,6.970743819930696,8.55482629634946,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,70,7.454593670612196,6.705329605048635,8.203857736175758,Student
